path_id,node_sequence
P17359,"optical media, for reproducing software > optical media for software > video games of a kind used with a television receiver"
P17323,"optical media, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P17317,"optical media, for reproducing software > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P17365,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P17327,"optical media, for reproducing software > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P17337,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P17361,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P17322,"optical media, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P17363,"optical media, for reproducing software > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P17350,"optical media, for reproducing software > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P17349,"optical media, for reproducing software > optical media for software > parts and accessories of computers > wireless networking devices"
P17357,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P17358,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P17313,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P17325,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P17352,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P17331,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P17329,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P17353,"optical media, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P17324,"optical media, for reproducing software > optical media for software > parts and accessories of computers > portable digital electronic devices"
P17336,"optical media, for reproducing software > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P17342,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P17344,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P17351,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P17318,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P17368,"optical media, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P9815,"optical media, for software > optical media for software > flight simulators"
P9789,"optical media, for software > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P9814,"optical media, for software > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P9795,"optical media, for software > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P9828,"optical media, for software > optical media for software > video games of a kind used with a television receiver"
P9792,"optical media, for software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P9786,"optical media, for software > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P9834,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P9796,"optical media, for software > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P9806,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P9830,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P9791,"optical media, for software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P9832,"optical media, for software > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P9819,"optical media, for software > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P9818,"optical media, for software > optical media for software > parts and accessories of computers > wireless networking devices"
P9826,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P9827,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P9782,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P9794,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P9821,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P9800,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P9798,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P9822,"optical media, for software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P9793,"optical media, for software > optical media for software > parts and accessories of computers > portable digital electronic devices"
P9805,"optical media, for software > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P9811,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P9813,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P9820,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P9787,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P9837,"optical media, for software > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P5150,"optical media, for the recording of sound or of other phenomena > optical media for software > flight simulators"
P5124,"optical media, for the recording of sound or of other phenomena > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P5149,"optical media, for the recording of sound or of other phenomena > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P5130,"optical media, for the recording of sound or of other phenomena > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P5163,"optical media, for the recording of sound or of other phenomena > optical media for software > video games of a kind used with a television receiver"
P5127,"optical media, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P5121,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P5169,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P5131,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P5141,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P5165,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P5126,"optical media, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P5167,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P5154,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P5153,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > wireless networking devices"
P5161,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P5162,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P5117,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P5129,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P5156,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P5135,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P5133,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P5157,"optical media, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P5128,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > portable digital electronic devices"
P5140,"optical media, for the recording of sound or of other phenomena > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P5146,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P5148,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P5155,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P5122,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P5172,"optical media, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P4108,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > flight simulators"
P4082,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P4107,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P4088,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P4121,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > video games of a kind used with a television receiver"
P4085,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P4079,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P4127,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P4089,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P4099,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P4123,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P4084,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P4125,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P4112,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P4111,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > wireless networking devices"
P4119,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P4120,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P4075,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P4087,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P4114,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P4093,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P4091,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P4115,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P4086,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of computers > portable digital electronic devices"
P4098,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P4104,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P4106,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P4113,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P4080,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P4130,"optical media, unrecorded, except for discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P48452,"optical media, unrecorded, for reproducing software > optical media for software > flight simulators"
P48426,"optical media, unrecorded, for reproducing software > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P48451,"optical media, unrecorded, for reproducing software > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P48432,"optical media, unrecorded, for reproducing software > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P48465,"optical media, unrecorded, for reproducing software > optical media for software > video games of a kind used with a television receiver"
P48429,"optical media, unrecorded, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P48423,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P48471,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P48433,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P48443,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P48467,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P48428,"optical media, unrecorded, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P48469,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P48456,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P48455,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > wireless networking devices"
P48463,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P48464,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P48419,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P48431,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P48458,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P48437,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P48435,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P48459,"optical media, unrecorded, for reproducing software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P48430,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of computers > portable digital electronic devices"
P48442,"optical media, unrecorded, for reproducing software > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P48448,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P48450,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P48457,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P48424,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P48474,"optical media, unrecorded, for reproducing software > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P21039,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > flight simulators"
P21013,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P21038,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P21019,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P21052,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > video games of a kind used with a television receiver"
P21016,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P21010,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P21058,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P21020,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P21030,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P21054,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P21015,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P21056,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P21043,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P21042,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > wireless networking devices"
P21050,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P21051,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P21006,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P21018,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P21045,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P21024,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P21022,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P21046,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P21017,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of computers > portable digital electronic devices"
P21029,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P21035,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P21037,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P21044,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P21011,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P21061,"optical media, unrecorded, for the recording of sound or of other phenomena > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P31681,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > flight simulators"
P31655,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P31680,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P31661,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P31694,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > video games of a kind used with a television receiver"
P31658,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P31652,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P31700,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P31662,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P31672,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P31696,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P31657,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P31698,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P31685,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P31684,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > wireless networking devices"
P31692,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P31693,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P31648,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P31660,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P31687,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
P31666,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners"
P31664,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus"
P31688,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P31659,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of computers > portable digital electronic devices"
P31671,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P31677,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment"
P31679,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49"
P31686,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > cash registers"
P31653,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity"
P31703,"optical media, unrecorded, for the recording of sound or of other phenomena, other than discs for laser reading systems > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances"
P38507,optical media: software > optical media for software > flight simulators
P38481,optical media: software > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P38506,"optical media: software > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P38487,optical media: software > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P38520,optical media: software > optical media for software > video games of a kind used with a television receiver
P38484,"optical media: software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P38478,optical media: software > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P38526,optical media: software > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P38488,"optical media: software > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P38498,"optical media: software > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P38522,optical media: software > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P38483,"optical media: software > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P38524,optical media: software > optical media for software > parts and accessories of computers > automated medication dispensing systems
P38511,optical media: software > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P38510,optical media: software > optical media for software > parts and accessories of computers > wireless networking devices
P38518,optical media: software > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P38519,optical media: software > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
