scenario_id,scenario_type,linked_items,item_count
18200,location,Sauces and preparations thereof,1
18201,location,Paints and Varnishes (including enamels and lacquers),1
18202,location,Parts of industrial machinery,1
18203,location,Machinery for finishing paper or paperboard,1
18204,location,Plastic articles for technical uses,1
18205,location,Electronic Integrated Circuits as Processors and Controllers,1
18206,location,"Processors and Controllers, Electronic Integrated Circuits",1
18207,location,Tankers,1
18208,location,Machinery for making pulp of fibrous cellulosic material,1
18209,location,"Immunological Products, Unmixed",1
18210,location,"Rubber Tubes, Pipes and Hoses with Fittings",1
18211,location,Copper Cathodes and Sections of Cathodes,1
18212,location,Unrefined Copper; Copper Anodes for Electrolytic Refining,2
18213,location,Bulk Carriers,1
18214,location,"Vegetables, prepared or preserved",1
18215,location,Immunological Products,1
18216,location,Hydraulic Power Engines and Motors;Valves for Hydraulic or Pneumatic Transmissions,2
18217,location,Front-end shovel loaders,1
18218,location,"Aircraft, non-military, non-helicopter",1
18219,location,Explosives;Sporting Goods,2
18220,location,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more;Semi-finished products of iron or non-alloy steel",2
18221,location,"Flat-rolled products of iron or non-alloy steel, in coils",1
18222,location,Prefabricated Buildings,1
18223,location,"Aluminum articles;Dextrins and other modified starches;Gearboxes and parts thereof;Gears and gearing; ball or roller screws; gear boxes and other speed changers;Hormones, put up in forms or packings for retail sale;Maize (corn) starch",8
18224,location,"Cement, concrete, or artificial stone, prefabricated structural components",1
18225,location,"Coconut Water;Footwear with outer soles and uppers of rubber or plastics;Footwear with outer soles of rubber, plastics or composition leather and uppers of leather",3
18226,location,Antipsychotic medications,1
18227,location,"Building Blocks and Bricks of Cement, Concrete or Artificial Stone",1
18228,location,"Endless Transmission Belts of Trapezoidal Cross-Section (V-belts), of an Outside Circumference Exceeding 60 cm but not Exceeding 180 cm",1
18229,location,"Dental hygiene preparations including dentifrices;Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes",3
18230,location,Mattress Supports;Mattresses,2
18231,location,"Polymers of propylene, in primary forms",1
18232,location,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,2
18233,location,"Artificial Heart Valves;Catheters, Cannulae and the Like;Electronic Integrated Circuits;Fire Retardants;Implantable Neurostimulators;Instruments and Appliances for Medical, Surgical or Veterinary Use;Instruments and apparatus for measuring or detecting ionizing radiations;Instruments and apparatus for physical or chemical analysis",8
18234,location,"Other non-alcoholic beverages, not including fruit or vegetable juices",1
18235,location,"Fats and oils, animal or vegetable, and their fractions;Structures and parts of structures, of iron or steel, n.e.s.",2
18236,location,"Aluminium, not alloyed, unwrought;Aluminum bars, rods, and profiles;Aluminum plates, sheets and strip, of a thickness exceeding 0.2mm",3
18237,location,Dextrins and Other Modified Starches;Other articles of plastics and articles of other materials of headings 3901 to 3914 (Composite structures),2
18238,location,Veterinary Medicines,1
18239,location,Preparations of a kind used in animal feeding,1
18240,location,"Electronic Integrated Circuits;Headphones, Earphones and Combined Microphone/Speaker Sets;Microphones and Stands Therefor",3
18241,location,Parts suitable for use solely or principally with internal combustion piston engines;Transmission shafts (including cam shafts and crank shafts) and cranks,2
18242,location,Parts suitable for use solely or principally with internal combustion piston engines,1
18243,location,Other Coal,1
18244,location,Bituminous Coal,1
18245,location,Cigarettes containing tobacco;Intake air filters for internal combustion engines;Parts suitable for use solely or principally with the machines of heading 8501 or 8502 (Wind turbine blades);Water pipe tobacco,4
18246,location,"Bread, pastry, cakes, etc.",1
18247,location,Caravans (Travel Trailers);Other Motor Vehicles for the Transport of Persons,2
18248,location,Wooden Bathroom Vanities;Wooden Kitchen Cabinets,2
18249,location,Tractors (other than tractors of heading 8709),1
18250,location,"Birds' eggs, in shell, fresh, preserved or cooked",1
18251,location,"Hand tools (including glaziers' diamonds), n.e.s.",1
18252,location,Wooden Kitchen Cabinets and Vanities,1
18253,location,Plumbing Fixtures and Fittings,1
18254,location,"Wooden furniture, other than for office, kitchen or bedroom use",1
18255,location,Prefabricated Buildings,1
18256,location,Ballistic vests;Skin Care Products,2
18257,location,Plastic household articles,1
18258,location,Sports Footwear;Sports footwear with outer soles and uppers of rubber or plastics;Sports footwear with rubber or plastic outer soles and textile uppers;Sweet biscuits; waffles and wafers,5
18259,location,"Lemons and limes, fresh or dried",1
18260,location,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for liquefied gas",1
18261,location,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines);Parts suitable for use solely or principally with the machines of headings 8501 or 8502,2
18262,location,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,1
18263,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18264,location,Furniture Parts,1
18265,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18266,location,Data Processing Machines,1
18267,location,Light Oils and Preparations,1
18268,location,Para-xylene;Polyethylene,2
18269,location,Polypropylene,1
18270,location,Other articles of plastics,1
18271,location,Glass bottles of a kind used for the conveyance or packing of goods,1
18272,location,"Glassware for table, kitchen, toilet, office, indoor decoration or similar purposes",1
18273,location,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, n.e.s.;Insulated electric conductors for a voltage not exceeding 1,000 volts;Other Wooden Furniture;Wooden Kitchen Cabinets",4
18274,location,Oriented Strand Board (OSB),1
18275,location,Towers and Lattice Masts of Iron or Steel,1
18276,location,Parts and accessories of the machines of heading 8471,1
18277,location,Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines);Generating sets with spark-ignition internal combustion piston engines;Parts suitable for use solely or principally with the machines of heading 8501 or 8502,3
18278,location,"Containers (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport;Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated;Structures (excluding prefabricated buildings) and parts of structures, of iron or steel",3
18279,location,Toilet paper,1
18280,location,Tractors (other than tractors of heading 8709),1
18281,location,"Cellulosic Polymers;Dissolving Wood Pulp;Lumber, Sawn or Chipped Lengthwise, of Coniferous Wood;Modified Cellulose",4
18282,location,Other paints and varnishes,1
18283,location,Bulk Carriers,1
18284,location,Fumed Silica;Silica,2
18285,location,Glass Fiber Rovings;Meat substitutes;Plant-based burgers,3
18286,location,"Diodes, other than photosensitive or light-emitting diodes;Electronic integrated circuits, other than processors and controllers",2
18287,location,"Herbicides, anti-sprouting products and plant-growth regulators",1
18288,location,Carbon Black,1
18289,location,"Breathing appliances and gas masks, excluding protective masks;Chocolate and other food preparations containing cocoa;Coffee, not roasted, not decaffeinated;Gas masks and respirators, excluding protective masks having neither mechanical parts nor replaceable filters;Medical X-ray Equipment;Non-Medical Imaging Equipment;Security Screening Equipment",7
18290,location,Military Vehicles,1
18291,location,"Combined refrigerator-freezers, fitted with separate external doors",1
18292,location,"Washing and cleaning preparations, put up for retail sale",1
18293,location,Prepared Foods Obtained from Uncooked Cereal Flakes,1
18294,location,Aircraft Parts;Chocolate and Other Food Preparations Containing Cocoa;Dental hygiene preparations including dentifrices;Mineral Wool,4
18295,location,Electronic Integrated Circuits;Stainless steel household articles,2
18296,location,Dental Instruments and Appliances;Electric Motors and Generators;Electrical Switches;Fixed resistors for a power handling capacity not exceeding 20 W;Orthodontic Appliances;Parts Suitable for Use with the Apparatus of Electrical Circuits;Parts and Accessories for Orthodontic Appliances;Static Converters,8
18297,location,Oxygen,1
18298,location,Recreational Vehicle Trailers,1
18299,location,Plastic containers and bottles,1
18300,location,"Light Oils and Preparations;Petroleum Oils and Oils Obtained from Bituminous Minerals, Other than Crude",2
18301,location,Insecticides;Machines and Mechanical Appliances;Parts and accessories of motor vehicles,3
18302,location,"Fixed capacitors, dielectric of paper or plastics;Fuel, lubricating or cooling medium pumps for internal combustion piston engines;Heat Exchange Units;Other articles of plastics and articles of other materials of headings 3901 to 3914 (Composite structures);Parts suitable for use solely or principally with the machines of heading 8501 or 8502 (Wind turbine blades);Static converters for solar power",6
18303,location,"Integrated Circuits, Other than Processors and Controllers",1
18304,location,"Integrated Circuits, Other than Processors and Controllers",1
18305,location,"Integrated Circuits, Other than Processors and Controllers",1
18306,location,"Fuel, Lubricating or Cooling Medium Pumps for Internal Combustion Engines",1
18307,location,Valves for Hydraulic or Pneumatic Transmissions,1
18308,location,Textile Fabrics and Felts for Paper-Making Machines,1
18309,location,Radiators for motor vehicles,1
18310,location,Aluminum Tubes and Pipes,1
18311,location,Aluminum Tubes and Pipes,1
18312,location,Glass bottles of a kind used for the conveyance or packing of goods;Glass containers for packing or conveyance of goods,2
18313,location,"Hormones; Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in measured doses or forms or packings for retail sale, nesoi;Medical Instruments and Appliances;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale, nesoi;Paper and Paperboard, Surface-Decorated or Printed, Coated, Impregnated or Covered with Plastics;Preparations of a kind used in animal feeding;Toilet or Facial Tissue Stock, Towel or Napkin Stock and Similar Paper of a Kind used for Household or Sanitary Purposes",8
18314,location,"Lumber, coniferous (softwood), sawn or chipped lengthwise",1
18315,location,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,1
18316,location,Motor Vehicles for the Transport of Goods with Compression-Ignition Internal Combustion Piston Engine (Diesel or Semi-Diesel) of a Gross Vehicle Weight Not Exceeding 5 Tonnes;Motor Vehicles for the Transport of Goods with Spark-Ignition Internal Combustion Piston Engine of a Gross Vehicle Weight Not Exceeding 5 Tonnes,2
18317,location,Centrifugal Pumps;Silicon Dioxide,2
18318,location,Sausages and similar products,1
18319,location,"Metal furniture (other than for office use);Motor Vehicles for Transport of Goods;Passenger Motor Vehicles with Spark-Ignition Internal Combustion Reciprocating Piston Engine of a Cylinder Capacity Exceeding 3,000 cc;Special Purpose Vehicles",4
18320,location,"Electronic Integrated Circuits;Lubricating preparations (including cutting oil, bolt or nut release preparation, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants);Parts Suitable for Use with the Apparatus of Electrical Circuits;Switches for Electrical Circuits",4
18321,location,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations",2
18322,location,Petroleum gases and other gaseous hydrocarbons,1
18323,location,Light oils and preparations,1
18324,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
18325,location,"Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED);Instruments and apparatus for physical or chemical analysis (e.g., chromatographs, electrophoresis instruments);Instruments and apparatus for physical or chemical analysis (e.g., spectrometers, gas or smoke analysis apparatus);Lithium-ion Batteries;Measuring or checking instruments, appliances and machines, nesoi in chapter 90",5
18326,location,Force Sensors and Load Cells,1
18327,location,"Petroleum Oils, Not Crude",1
18328,location,Drilling Fluids and Additives,1
18329,location,Parts suitable for use solely or principally with electric motors and generators,1
18330,location,Other articles for sports or outdoor games,1
18331,location,Crude Oil,1
18332,location,"Petroleum Oils and Oils Obtained from Bituminous Minerals, Crude",1
18333,location,"Hygienic or pharmaceutical articles of vulcanized rubber other than hard rubber;Parts and accessories for instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases;Stoppers, lids, caps and other closures of plastics",3
18334,location,Parts suitable for use solely or principally with internal combustion piston engines,1
18335,location,Lithium Oxide and Hydroxide,1
18336,location,Light oils and preparations (motor spirit/gasoline),1
18337,location,Other Industrial Fabrics,1
18338,location,Artificial heart valves and parts;Domestic Appliances;Tissue preservation solutions,3
18339,location,"Drills of all kinds;Hand tools (non-power), wrenches",2
18340,location,"Gold, unwrought",1
18341,location,"Silver, unwrought",1
18342,location,"Coffee, roasted, not decaffeinated",1
18343,location,"Pasta, whether or not cooked or stuffed",1
18344,location,"Pineapples, fresh or dried",1
18345,location,"Cardiology Devices;Other paper and paperboard, articles thereof",2
18346,location,Natural Sands (other than Silica and Quartz Sands),1
18347,location,Silica Sands and Quartz Sands,1
18348,location,Crude Petroleum Oils,1
18349,location,Cigarettes containing tobacco,1
18350,location,Arc Welding Equipment,1
18351,location,Sunflower Seeds,1
18352,location,"Industrial Valves;Valves and similar appliances for pipes, boiler shells, tanks, vats or the like",2
18353,location,"Sanitary towels and tampons, diapers and diaper liners",1
18354,location,Liquefied Petroleum Gases (LPG),1
18355,location,Synthetic organic coloring matter,1
18356,location,Automated Frac Sand Silos,1
18357,location,Wooden Kitchen Cabinets,1
18358,location,Hydraulic Power Engines and Motors;Lithium Oxide and Hydroxide,2
18359,location,"Polycarbonates, in primary forms;Polyethers, in primary forms",2
18360,location,Uranium ores and concentrates,1
18361,location,"Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles",1
18362,location,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored",1
18363,location,"Hormones, put up in forms or packings for retail sale;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Veterinary Medicines",3
18364,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18365,location,"Aircraft, powered, nes, of an unladen weight exceeding 15,000 kg;Parts of airplanes or helicopters;Plumbing Fixtures and Fittings;Trays, dishes, plates, cups and the like, of paper or paperboard;Wooden Kitchen Cabinets",5
18366,location,"Boards, Panels, Consoles, Desks, Cabinets and Other Bases for Electric Control or the Distribution of Electricity",1
18367,location,"Memories, Electronic Integrated Circuits;Other Electronic Integrated Circuits;Processors and Controllers, Electronic Integrated Circuits",3
18368,location,Electric hoists,1
18369,location,Unwrought Aluminum Alloys,1
18370,location,Cigarettes containing tobacco,1
18371,location,Artificial Teeth;Dental Drill Engines;Dental Instruments and Appliances,3
18372,location,Polypropylene,1
18373,location,"Worked monumental or building stone (except slate) and articles thereof, simply cut or sawn, with a flat or even surface",1
18374,location,"Worked monumental or building stone (except slate) and articles thereof, simply cut or sawn, with a flat or even surface",1
18375,location,"Worked monumental or building stone (except slate) and articles thereof, simply cut or sawn, with a flat or even surface",1
18376,location,"Cans, iron or steel, capacity < 50L",1
18377,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18378,location,"Washing and cleaning preparations, put up for retail sale",1
18379,location,"Photographic plates and film, exposed and developed",1
18380,location,"Nickel alloy bars, rods, profiles, and wire;Nickel alloy plate, sheet, strip and foil;Nickel alloy tubes, pipes, and hollow profiles",3
18381,location,Other instruments and apparatus for measuring or checking electrical quantities,1
18382,location,Electric Sensors,1
18383,location,Washing and Cleaning Preparations,1
18384,location,Photographic Plates and Film;Reticles,2
18385,location,"Other manufactured tobacco including substitutes;Rubber Tubes, Pipes and Hoses with Fittings;Wiring harnesses for vehicles",3
18386,location,Cigarettes containing tobacco,1
18387,location,"Prepared or preserved meat, of bovine animals",1
18388,location,"Prepared or preserved meat, of bovine animals",1
18389,location,"Prepared or preserved meat, of bovine animals",1
18390,location,"Butanes, liquefied;Light oils and preparations;Petroleum oils and oils obtained from bituminous minerals (other than crude)",3
18391,location,Frozen Potatoes,1
18392,location,"Memories, Integrated Circuits;Parts of machines and mechanical appliances;Storage Units",3
18393,location,Pigments and preparations based on titanium dioxide;Titanium Dioxide,2
18394,location,"Memories, Electronic Integrated Circuits;Photosensitive Semiconductor Devices, Including Photovoltaic Cells",2
18395,location,"Other articles of plastics;Parts and accessories for machines of heading 8486;Photosensitive Semiconductor Devices, Including Photovoltaic Cells",3
18396,location,"Integrated Circuits, Processors and Controllers",1
18397,location,Heat exchange units,1
18398,location,Paper Labels,1
18399,location,"Notebooks, letter pads, memorandum pads, diaries and similar articles",1
18400,location,"Integrated Circuits, Processors and Controllers",1
18401,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
18402,location,Titanium Oxides,1
18403,location,Titanium Dioxide,1
18404,location,Parts of air or vacuum pumps and compressors,1
18405,location,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",1
18406,location,Unrefined Copper; Copper Anodes for Electrolytic Refining,2
18407,location,Copper Cathodes and Sections of Cathodes,1
18408,location,Copper Ores and Concentrates,1
18409,location,"Aluminum containers for compressed or liquefied gas;Cans, iron or steel, capacity < 50L",2
18410,location,"Cans, iron or steel, for food and drink;Containers for compressed or liquefied gas, of iron or steel;Machinery for liquefying air or other gases;Parts for Air or Vacuum Pumps, Air or Other Gas Compressors;Parts of air or vacuum pumps, air or other gas compressors",5
18411,location,"Lumber, coniferous wood sawn or chipped lengthwise",1
18412,location,Wound dressing products,1
18413,location,"Bananas, including plantains, fresh or dried",1
18414,location,Lithium Oxide and Hydroxide,1
18415,location,Gas Turbine Engine Parts,1
18416,location,"Ethylene;Herbicides, anti-sprouting products and plant-growth regulators;Polyethylene, specific gravity of 0.94 or more",3
18417,location,Cigarettes containing tobacco,1
18418,location,Antiviral medications;HIV treatment medications;Hepatitis C treatment medications,3
18419,location,"Aerated waters, sweetened or flavored",1
18420,location,"Carpets and other textile floor coverings, tufted, of nylon or other polyamides;Carpets and other textile floor coverings, woven, not tufted or flocked, of man-made textile materials;Other carpets and other textile floor coverings, whether or not made up",3
18421,location,Aluminum Castings;Nickel-Based Superalloy Forgings,2
18422,location,"Portland cement, other than white cement",1
18423,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",1
18424,location,Beauty or make-up preparations and preparations for the care of the skin;Perfumes and toilet waters,2
18425,location,"Containers specially designed and equipped for carriage by one or more modes of transport;Fuel, lubricating or cooling medium pumps for internal combustion piston engines;Road tractors for semi-trailers;Tractors, other than tractors of heading 8709;Trailers and semi-trailers, not mechanically propelled",5
18426,location,Wooden Furniture,1
18427,location,Veterinary Medicines,1
18428,location,Petroleum oils and oils obtained from bituminous minerals (excluding crude) and preparations,1
18429,location,"Petroleum Oils and Oils Obtained from Bituminous Minerals, Other Than Crude",1
18430,location,Natural Gas Liquids (NGLs),1
18431,location,"Polyethylene, specific gravity of 0.94 or more;Polypropylene;Salt (including table salt and denatured salt)",3
18432,location,Prefabricated Buildings,1
18433,location,Dietary Supplements;Herbal Teas;Meal Replacement Shakes;Protein Bars,4
18434,location,"Confectionery products, including candies and chocolates",1
18435,location,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units",1
18436,location,3D Imaging and Realization Solutions;Coordinate Measuring Machines (CMMs);Laser Scanners,3
18437,location,Motorhomes;Recreational Vehicle Trailers,2
18438,location,Yachts and other vessels for pleasure or sports,1
18439,location,Beauty or Make-Up Preparations and Preparations for the Care of the Skin,1
18440,location,"Photosensitive Semiconductor Devices, Including Photovoltaic Cells",1
18441,location,"Plates, sheets, film, foil and strip of poly(ethylene terephthalate), non-cellular",1
18442,location,Cereals and cereal products,1
18443,location,"Microbiological testing instruments and apparatus;Thermometers, not combined with other instruments",2
18444,location,Instruments and apparatus for measuring or detecting ionizing radiations;Instruments and apparatus for physical or chemical analysis;X-ray apparatus based on the use of X-rays,3
18445,location,"Cereal grains otherwise worked, prepared or preserved;Food preparations not elsewhere specified or included;Prepared foods obtained by the swelling or roasting of cereals or cereal products;Printed Books, Brochures, Leaflets;Wooden Furniture",5
18446,location,"Scaffolding, Shuttering, Propping or Pit-propping Equipment;Steel Structures and Parts",2
18447,location,"Medical, surgical or veterinary instruments and appliances",1
18448,location,"Motor vehicles for transport of persons, with a spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",1
18449,location,Fixed resistors for a power handling capacity not exceeding 20 W,1
18450,location,Glass containers for packing or conveyance of goods,1
18451,location,Instruments and Apparatus for Physical or Chemical Analysis;Other Ophthalmic Instruments and Appliances;Surgical Instruments and Appliances,3
18452,location,"Instruments and apparatus for physical or chemical analysis, n.e.s.",1
18453,location,Kitchen Furniture;Prefabricated Buildings,2
18454,location,"Coin, other than gold;Electrical Machines and Apparatus;Gaming Machines;Gaming Machines (Other than Video Game Consoles);Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment;Gold in unwrought forms;Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment;Processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units",8
18455,location,"Electric Generating Sets and Rotary Converters;Other Electrical Machines and Apparatus;Producer Gas or Water Gas Generators, with or without their Purifiers",3
18456,location,"Bars and Rods of Alloy Steel, Other than Stainless",1
18457,location,"Interchangeable tools for hand- or machine-tools;Plates, sticks, tips, and the like for tools, unmounted, of cermets;Stainless Steel Bars and Rods",3
18458,location,Glass containers for packing or conveyance of goods,1
18459,location,"Lignite, Not Agglomerated",1
18460,location,"Glassware for table, kitchen, toilet, office, indoor decoration or similar purposes",1
18461,location,"Cans, iron or steel, for food and drink;Dog or cat food, put up for retail sale",2
18462,location,"Parts for Air or Vacuum Pumps, Compressors and Fans",1
18463,location,"Ethyl alcohol and other spirits, denatured",1
18464,location,Parts of air or vacuum pumps and compressors,1
18465,location,"Frames and mountings for spectacles, goggles or the like, of other materials;Spectacles, goggles and the like, corrective, protective or other",2
18466,location,"New pneumatic tires, of rubber, of a kind used on motor cars",1
18467,location,"Coated electrodes of base metal, for electric arc-welding;Machinery and apparatus for soldering, brazing, welding, or surface tempering",2
18468,location,Chromatographs and electrophoresis instruments,1
18469,location,Crude Oil,1
18470,location,Ketchup,1
18471,location,"Boards, Panels, Consoles, Desks, Cabinets and Other Bases for Electric Control or the Distribution of Electricity",1
18472,location,Medical Instruments and Appliances,1
18473,location,Bituminous Coal,1
18474,location,Electronic Integrated Circuits;Electronic integrated circuits; n.e.s. in heading no. 8542;Other Electronic Integrated Circuits;Semiconductor Memories,5
18475,location,Prefabricated buildings,1
18476,location,"Spectrometers, spectrophotometers and spectrographs using optical radiations",1
18477,location,"Instruments and apparatus for physical or chemical analysis (e.g., spectrometers, gas or smoke analysis apparatus)",1
18478,location,"Memories, Electronic Integrated Circuits;Other Electronic Integrated Circuits;Processors and Controllers, Electronic Integrated Circuits",3
18479,location,"Printed Books, Brochures, and Similar Printed Matter",1
18480,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",1
18481,location,Carbon Fiber Fabrics;Prepregs of Carbon Fiber,2
18482,location,Instruments and apparatus for measuring or checking electrical quantities;Machines for additive manufacturing,2
18483,location,"Aircraft parts, nes",1
18484,location,Coniferous Wood in the Rough,1
18485,location,"Coniferous Wood Sawn or Chipped Lengthwise;Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding or webs of cellulose fibers;Sporting Goods;Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes;Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, in rolls or sheets, other than paper of heading 4801 or 4803, weighing 40 g/m² or more but not more than 150 g/m²",5
18486,location,Orthopedic Appliances;Therapeutic Appliances,2
18487,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
18488,location,Lubricating Oil;Parts for Machines and Mechanical Appliances;Petroleum Oils and Preparations,3
18489,location,"Hormones and their derivatives;Immunological Products;Linaclotide;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",4
18490,location,Road Tractors for Semi-Trailers,1
18491,location,Parts Suitable for Use Solely or Principally with Internal Combustion Engines;Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons,2
18492,location,Dressings and Similar Articles,1
18493,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",1
18494,location,Natural Gas,1
18495,location,Calcium carbonate,1
18496,location,Prefabricated Buildings,1
18497,location,Prefabricated Buildings,1
18498,location,Military Vehicles,1
18499,location,"Dental hygiene preparations including dentifrices;Drive Axles with Differential;Parts Suitable for Use with Engines of Heading 8407 or 8408;Transmission Shafts and Cranks;Washing and cleaning preparations, put up for retail sale",5
18500,location,Military Aircraft,1
18501,location,"Avocados, fresh or dried;Cleaning Products;Lemons and limes, fresh or dried;Mangoes, mangosteens, and guavas, fresh or dried;Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes",6
18502,location,Monoclonal Antibodies;Other Biopharmaceutical Products,2
18503,location,Cigars,1
18504,location,Wheat or meslin flour,1
18505,location,"Bananas, including plantains, fresh or dried",1
18506,location,"Gas or smoke analysis apparatus;Instruments, Apparatus and Models for Demonstrational Purposes;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Preparations of a kind used in animal feeding;Transmission apparatus for radio-broadcasting or television;Vaccines for veterinary medicine",6
18507,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Notebooks, letter pads, memorandum pads, diaries and similar articles;Printers, copying machines and facsimile machines, capable of connecting to an automatic data processing machine or to a network;Processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units",4
18508,location,Dispensing systems;Plastic containers and bottles;Tapered Roller Bearings;Wooden Bathroom Vanities;Wooden Kitchen Cabinets,5
18509,location,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",2
18510,location,Agricultural or horticultural sprayers,1
18511,location,Optical Fiber Equipment;Parts for Telecommunications Equipment,2
18512,location,Crude sunflower-seed or safflower oil,1
18513,location,"Surge arresters, voltage limiters and surge suppressors",1
18514,location,Parts Suitable for Use with the Apparatus of Electrical Circuits,1
18515,location,Mobile Homes,1
18516,location,Double Salts and Mixtures of Calcium Nitrate and Ammonium Nitrate,1
18517,location,Chromatographs and electrophoresis instruments,1
18518,location,Fiber optic cables,1
18519,location,Prefabricated Buildings,1
18520,location,Automatic data processing machines and units;Test equipment for semiconductor devices,2
18521,location,Medical Instruments,1
18522,location,Crude Oil,1
18523,location,"Drive-axles with differential, whether or not provided with other transmission components;Gold, unwrought or in semi-manufactured forms;Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.;Optical Media;Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28;Petroleum Bitumen;Portable digital automatic data processing machines;Unwrought Aluminum, Not Alloyed",8
18524,location,"Drive-axles with differential, whether or not provided with other transmission components;Gold, unwrought or in semi-manufactured forms;Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.;Optical Media;Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28;Petroleum Bitumen;Portable digital automatic data processing machines;Unwrought Aluminum, Not Alloyed",8
18525,location,"Drive-axles with differential, whether or not provided with other transmission components",1
18526,location,"Aluminum Plates, Sheets and Strip, Thickness > 0.2mm;Cameras and Video Camera Recorders;Cruise Ships, Excursion Boats, Ferry-Boats, Cargo Ships, Barges;Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents;Electrical Transformers;Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather;Motor cars and other motor vehicles for transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity 1500 cc to 3000 cc;Other Coal, Not Agglomerated",8
18527,location,"Aluminum Plates, Sheets and Strip, Thickness > 0.2mm;Cameras and Video Camera Recorders;Cruise Ships, Excursion Boats, Ferry-Boats, Cargo Ships, Barges;Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents;Electrical Transformers;Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather;Motor cars and other motor vehicles for transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity 1500 cc to 3000 cc;Other Coal, Not Agglomerated",8
